id,price,used,engine_displacement,vehicle_year,brand,model,engine,doors,traction_control,power,fuel_type,km,transmission,trim,permalink
0,12500,Usado,1400.0,2015,Chevrolet,Prisma,1.4,4,,-1.0,Nafta,57778.0,Manual,LTZ,https://auto.mercadolibre.com.uy/MLU-480867981-chevrolet-prisma-ltz-2015-gris-oscuro-4-puertas-_JM
1,18290,Usado,1998.0,2011,Volkswagen,Tiguan,2.0,5,4x4,180.0,Nafta,157699.0,Automática,2.0 TURBO FSI 4X4 EXTRA FULL AUTOMÁTICA,https://auto.mercadolibre.com.uy/MLU-480808591-volkswagen-tiguan-20-tfsi-4x4-ex-full-aut-ale-_JM
2,21490,Nuevo,1598.0,2022,Nissan,Versa,1.6,4,Delantera,106.0,Nafta,0.0,Manual,SENSE EXTRA FULL,https://auto.mercadolibre.com.uy/MLU-480791804-nissan-new-versa-sense-extra-full-0km-permuta-financia-_JM
3,13290,Usado,1598.0,2018,Renault,Sandero,1.6,5,Delantera,105.0,Nafta,31310.0,Manual,PRIVILEGE 1.6 EXTRA FULL,https://auto.mercadolibre.com.uy/MLU-480719884-renault-sandero-privilege-extra-full-permuta-financia-_JM
4,14790,Usado,1598.0,2018,Renault,Duster Oroch,1.6,4,,118.0,Nafta,87116.0,Manual,EXPRESSION EXTRA FULL DOBLE CABINA,https://auto.mercadolibre.com.uy/MLU-480692291-renault-oroch-expression-motorlider-permuta-financia-_JM
5,18790,Usado,1998.0,2016,Renault,Fluence,2.0,4,Delantera,143.0,Nafta,78904.0,Automática,DYNAMIQUE 2.0 MT EXTRA FULL,https://auto.mercadolibre.com.uy/MLU-480616374-renault-fluence-dynamique-c-ficha-ofi-permuta-financia-_JM
6,23490,Nuevo,1598.0,2022,Nissan,Versa,1.6,4,Delantera,118.0,Nafta,0.0,Manual,ADVANCE MT EXTRA FULL,https://auto.mercadolibre.com.uy/MLU-480600552-nissan-new-advance-mt-extra-full-permuta-financia-_JM
7,27990,Nuevo,2400.0,2021,Peugeot,Landtrek,2.4,4,,-1.0,Nafta,0.0,Automática,Nafta 4x2,https://auto.mercadolibre.com.uy/MLU-480520396-peugeot-landtrek-nafta-4x2-24-2021-0km-_JM
8,14800,Usado,2393.0,2010,Suzuki,Grand Vitara,2.4,5,4x4,169.0,Nafta,128938.0,Manual,2.4 JLX EXTRA FULL MT 4X4,https://auto.mercadolibre.com.uy/MLU-480366155-suzuki-grand-vitara-24-jlx-extra-full-4x4-mt-_JM
9,32990,Usado,1796.0,2011,Mercedes-Benz,Clase CL,1.8,4,,208.0,Nafta,167500.0,Automática,C250 CGI AVANTGARDE AUTOMÁTICO,https://auto.mercadolibre.com.uy/MLU-480665702-mercedes-benz-c250-avantgarde-aut-18-permuta-financia-_JM
10,26990,Nuevo,1598.0,2022,Nissan,Kicks,1.6,5,4x2,118.0,Nafta,0.0,Manual,SENSE MT EXTRA FULL,https://auto.mercadolibre.com.uy/MLU-480558719-nissan-kicks-sense-mt-extra-full-16-2022-0km-motorlider-_JM
11,28490,Nuevo,1598.0,2022,Nissan,Kicks,1.6,5,Integral,118.0,Nafta,0.0,Manual,ADVANCE MT EXTRA FULL,https://auto.mercadolibre.com.uy/MLU-480534193-nissan-kicks-advance-motorlider-permuta-financia-_JM
12,25990,Nuevo,1598.0,2022,Nissan,Versa,1.6,4,Delantera,106.0,Nafta,0.0,Automática,EXCLUSIVE  EXTRA FULL,https://auto.mercadolibre.com.uy/MLU-480534023-nissan-versa-exclusive-ex-full-at-0km-permuta-financia-_JM
13,29990,Nuevo,1598.0,2022,Nissan,Kicks,1.6,5,Delantera,118.0,Nafta,0.0,Automática,ADVANCE CVT EXTRA FULL,https://auto.mercadolibre.com.uy/MLU-480473781-nissan-kicks-advance-cvt-ex-full-16-2022-0km-motorlider-_JM
14,14990,Usado,1599.0,2018,Volkswagen,Gol,1.6,4,,101.0,Nafta,66433.0,Manual,COMFORTLINE MSI EXTRA FULL,https://auto.mercadolibre.com.uy/MLU-480311388-volkswagen-gol-comfortline-msi-ext-full-permuta-financia-_JM
15,10890,Usado,1598.0,2014,Renault,Kangoo,1.6,5,4x2,95.0,Nafta,123833.0,Manual,EXPRESS CONFORT HABILITADA 5 PASAJEROS,https://auto.mercadolibre.com.uy/MLU-480291635-renault-kangoo-express-confort-habilitada-5-pasajeros-_JM
16,17890,Usado,1560.0,2018,Citroën,Berlingo,1.6,5,Delantera,90.0,Nafta,87313.0,Manual,B9 CHASIS LARGO EXTRA FULL FURGÓN,https://auto.mercadolibre.com.uy/MLU-480225630-citron-berlingo-b9-chasis-largo-ex-full-permuta-financia-_JM
17,10390,Usado,1600.0,2013,Suzuki,SX4,1.6,5,,-1.0,Nafta,115000.0,Manual,Full,https://auto.mercadolibre.com.uy/MLU-480520486-suzuki-sx4-full-16-2013-_JM
18,14490,Usado,1598.0,2015,Peugeot,Partner,1.6,5,Delantera,110.0,Nafta,158793.0,Manual,B9 CHASIS LARGO HABILITADA 5 P EXTRA FULL,https://auto.mercadolibre.com.uy/MLU-480039079-peugeot-partner-b9-chasis-largo-habilitada-5-p-extra-full-_JM
19,11990,Usado,2398.0,2011,Chevrolet,S-10,2.4,4,,147.0,Nafta,131341.0,Manual,DOBLE CABINA 4X2 FULL,https://auto.mercadolibre.com.uy/MLU-480000855-chevrolet-s10-doble-cabina-4x2-full-24-permuta-financia-_JM
20,13490,Usado,1598.0,2018,Fiat,Strada,1.6,3,Delantera,115.0,Nafta,154440.0,Manual,ADVENTURE CON LOCKER,https://auto.mercadolibre.com.uy/MLU-479846814-fiat-strada-adventure-con-locker-permuta-financia-_JM
21,17890,Usado,2488.0,2012,Ford,Ranger,2.5,4,4x2,168.0,Nafta,133959.0,Manual,XLT 4X2 DOBLE CABINA,https://auto.mercadolibre.com.uy/MLU-479845563-ford-ranger-xlt-4x2-doble-cabina-permuta-financia-_JM
22,10490,Usado,1598.0,2012,Citroën,C3,1.6,5,,120.0,Nafta,140436.0,Manual,EXCLUSIVE EXTRA FULL,https://auto.mercadolibre.com.uy/MLU-479403983-citron-c3-exclusive-16-extra-full-permuta-financia-_JM
23,17490,Usado,1798.0,2012,Honda,Civic,1.8,4,,140.0,Nafta,162982.0,Automática,EXS 1.8  AT EXTRA FULL,https://auto.mercadolibre.com.uy/MLU-479336606-honda-civic-exs-18-at-extra-full-permuta-financia-_JM
24,22990,Usado,1398.0,2015,Volkswagen,Golf,1.4,5,,140.0,Nafta,74300.0,Automática,COMFORTLINE AT DSG EX. FULL,https://auto.mercadolibre.com.uy/MLU-479277278-volkswagen-golf-comfortline-14-tsi-dsg-permuta-financia-_JM
25,21490,Usado,1398.0,2015,Volkswagen,Golf,1.4,5,,140.0,Nafta,110982.0,Manual,COMFORTLINE TSI MT,https://auto.mercadolibre.com.uy/MLU-479261159-volkswagen-golf-comfortline-tsi-14-permuta-financia-_JM
26,41990,Nuevo,1600.0,2021,Jetour,X95,1.6,5,,-1.0,Nafta,0.0,Automática,Extra Full,https://auto.mercadolibre.com.uy/MLU-480520504-jetour-x95-extra-full-16-2021-0km-_JM
27,17490,Usado,1598.0,2017,Ford,Ecosport,1.6,5,,110.0,Nafta,100934.0,Manual,FREESTYLE EXTRA FULL,https://auto.mercadolibre.com.uy/MLU-479004094-ford-ecosport-freestyle-ex-full-16-2017-permuta-financia-_JM
28,47490,Nuevo,1500.0,2021,Chevrolet,Equinox,1.5,5,,170.0,Nafta,0.0,Automática,PREMIER 2021 1.5 T,https://auto.mercadolibre.com.uy/MLU-478889960-chevrolet-equinox-premier-2021-15-t-2021-blanco-0km-_JM
29,10290,Usado,1400.0,2011,Peugeot,207,1.4,5,,75.0,Nafta,87629.0,Manual,COMPACT BLACK & SILVER EXTRA FULL 5 PUERTAS,https://auto.mercadolibre.com.uy/MLU-478704991-peugeot-207-black-silver-ex-full-14-permuta-financia-_JM
30,10790,Usado,1398.0,2013,Fiat,Palio Weekend,1.4,5,,87.0,Nafta,148382.0,Manual,Trekking,https://auto.mercadolibre.com.uy/MLU-478606098-fiat-palio-weekend-trekking-14-excelente-permta-financia-_JM
31,25000,Nuevo,1600.0,2021,Peugeot,208,1.6,5,,115.0,Nafta,0.0,Manual,Allure,https://auto.mercadolibre.com.uy/MLU-480520500-peugeot-208-allure-16-2021-0km-_JM
32,11990,Nuevo,998.0,2020,Suzuki,S-Presso,1.0,4,,68.0,Nafta,0.0,Manual,GL M/T,https://auto.mercadolibre.com.uy/MLU-479925336-suzuki-s-presso-gl-mt-10-2020-0km-permuta-financia-_JM
33,10290,Usado,1400.0,2018,Fiat,Uno,1.4,5,Delantera,85.0,Nafta,93281.0,Manual,ATTRACTIVE EXTRA FULL,https://auto.mercadolibre.com.uy/MLU-478422461-fiat-uno-attractive-extra-full-14-permuta-financia-_JM
34,8290,Usado,1598.0,2013,Chevrolet,Aveo,1.6,4,Delantera,116.0,Nafta,122228.0,Manual,LS,https://auto.mercadolibre.com.uy/MLU-478162961-chevrolet-aveo-ls-16-motorlider-permuta-financia-_JM
35,14990,Usado,1591.0,2018,Hyundai,HB20,1.6,5,,122.0,Nafta,89251.0,Manual,SPORT EXTRA FULL,https://auto.mercadolibre.com.uy/MLU-477884658-hyundai-hb20-sport-excelente-estado-permuta-financia-_JM
36,12490,Usado,1598.0,2018,Renault,Sandero,1.6,5,,90.0,Nafta,75387.0,Manual,EXPRESSION,https://auto.mercadolibre.com.uy/MLU-477883428-renault-sandero-expression-16-permuta-financia-_JM
37,89990,Nuevo,3000.0,2021,Chevrolet,Silverado,3.0,5,,-1.0,Diésel,0.0,Automática,LTZ 3.0 Diesel,https://auto.mercadolibre.com.uy/MLU-477877001-chevrolet-silverado-ltz-30-diesel-2021-rojo-0km-_JM
38,20490,Nuevo,1200.0,2021,Peugeot,208,1.2,5,,-1.0,Nafta,0.0,Manual,New 208 like pack,https://auto.mercadolibre.com.uy/MLU-480520484-peugeot-208-new-208-like-pack-12-2021-0km-_JM
39,5990,Usado,1598.0,2001,Chevrolet,Corsa,1.6,4,,56.0,Nafta,189132.0,Manual,CLASSIC GLS,https://auto.mercadolibre.com.uy/MLU-477150328-chevrolet-corsa-classic-gls-16-sedan-permuta-financia-_JM
40,17990,Usado,1598.0,2018,Volkswagen,Virtus,1.6,5,,110.0,Nafta,116866.0,Manual,COMFORTLINE EXTRA FULL,https://auto.mercadolibre.com.uy/MLU-477150336-volkswagen-virtus-16-comfortline-permuta-financia-_JM
41,10490,Usado,996.0,2016,Suzuki,Celerio,1.0,5,,68.0,Nafta,158000.0,Automática,GLX AUTOMÁTICO EXTRA FULL,https://auto.mercadolibre.com.uy/MLU-476242056-suzuki-celerio-glx-automatico-ex-full-permuta-financia-_JM
42,10990,Usado,1598.0,2013,Volkswagen,Gol,1.6,4,,-1.0,Nafta,113908.0,Manual,TRENDLINE HATCH,https://auto.mercadolibre.com.uy/MLU-476225978-volkswagen-gol-trendline-16-extra-full-permuta-financia-_JM
43,6790,Usado,-1.0,2014,Suzuki,Alto,0.8,5,,-1.0,Nafta,190000.0,Manual,GL Full,https://auto.mercadolibre.com.uy/MLU-476219099-suzuki-maruti-alto-gl-08-full-permuta-financia-_JM
44,10990,Usado,999.0,2013,Peugeot,208,1.0,5,Delantera,68.0,Nafta,110684.0,Manual,ACCESS 5P EXTRA FULL,https://auto.mercadolibre.com.uy/MLU-477435025-peugeot-208-acces-extra-full-10-permuta-financia-_JM
45,22990,Nuevo,1600.0,2020,Peugeot,Partner,1.6,4,,-1.0,Nafta,0.0,Manual,K9,https://auto.mercadolibre.com.uy/MLU-480520456-peugeot-partner-k9-2020-0km-_JM
46,10390,Usado,1598.0,2012,Nissan,Versa,1.6,4,Delantera,106.0,Nafta,100484.0,Manual,SENSE EXTRA FULL,https://auto.mercadolibre.com.uy/MLU-481012607-nissan-versa-sense-extra-full-permuta-financia-_JM
47,14990,Usado,1598.0,2020,Volkswagen,Gol,1.6,4,Delantera,101.0,Nafta,72129.0,Manual,POWER G VI,https://auto.mercadolibre.com.uy/MLU-480982739-volkswagen-gol-power-g-vi-sedan-ex-full-permuta-financia-_JM
48,14590,Usado,1598.0,2019,Volkswagen,Gol,1.6,4,Delantera,101.0,Nafta,92325.0,Manual,POWER G6 SEDAN EXTRA FULL,https://auto.mercadolibre.com.uy/MLU-480738861-volkswagen-gol-power-g6-sedan-ex-full-permuta-financia-_JM
49,9890,Usado,1396.0,2015,Fiat,Palio,1.4,5,Delantera,82.0,Nafta,111470.0,Manual,FIRE 1.4 FULL,https://auto.mercadolibre.com.uy/MLU-480577167-fiat-palio-fire-full-c-direccion-permuta-financia-_JM
50,11490,Usado,1600.0,2014,Nissan,Note,1.6,5,,-1.0,Nafta,88000.0,Manual,Sense,https://auto.mercadolibre.com.uy/MLU-480532999-nissan-note-sense-16-2014-_JM
51,21490,Nuevo,1598.0,2022,Nissan,Versa,1.6,4,Delantera,106.0,Nafta,0.0,Manual,SENSE EXTRA FULL,https://auto.mercadolibre.com.uy/MLU-480519517-nissan-new-versa-sense-ex-full-2022-0km-permuta-financia-_JM
52,25990,Usado,-1.0,2017,Honda,HR-V,,5,,-1.0,Nafta,56000.0,Automática,EX CVT,https://auto.mercadolibre.com.uy/MLU-480520462-honda-hr-v-ex-cvt-2017-_JM
53,8500,Usado,1400.0,2012,Chevrolet,Celta,1.4,3,,-1.0,Nafta,68834.0,Manual,3 Ptas,https://auto.mercadolibre.com.uy/MLU-480536461-chevrolet-celta-3-ptas-2012-rojo-3-puertas-_JM
54,25490,Nuevo,1600.0,2021,Peugeot,2008,1.6,5,,115.0,Nafta,0.0,Automática,Feline 1.6 Automática Línea Nueva,https://auto.mercadolibre.com.uy/MLU-480598400-peugeot-2008-feline-16-automatica-linea-nueva-16-2021-0km-_JM
55,33990,Nuevo,1500.0,2021,Chevrolet,Captiva,1.5,5,,147.0,Nafta,0.0,Automática,LT AT,https://auto.mercadolibre.com.uy/MLU-469429034-chevrolet-captiva-lt-at-2021-gris-oscuro-0km-_JM
56,63428,Nuevo,2498.0,2022,Nissan,Frontier,2.5,4,4x4,187.0,Diésel,0.0,Automática,PRO-4X AUTOMATICA 7 VELOCIDADES 4WD DIESEL,https://auto.mercadolibre.com.uy/MLU-480879447-nissan-frontier-pro-4x-at-4wd-25-diesel-permuta-financia-_JM
57,12900,Usado,3600.0,2009,Chevrolet,Captiva,3.6,5,,-1.0,Nafta,144470.0,Automática,3.6,https://auto.mercadolibre.com.uy/MLU-480867904-chevrolet-captiva-36-2009-negro-5-puertas-_JM
58,9990,Usado,1600.0,2013,Chevrolet,Aveo,1.6,4,,-1.0,Nafta,80156.0,Manual,LT G3,https://auto.mercadolibre.com.uy/MLU-480810882-chevrolet-aveo-lt-g3-2013-gris-oscuro-4-puertas-_JM
59,10990,Usado,1000.0,2019,Renault,Kwid,1.0,5,,-1.0,Nafta,33000.0,Manual,Intense,https://auto.mercadolibre.com.uy/MLU-480604917-renault-kwid-intense-10-2019-_JM
60,19490,Usado,1200.0,2019,Peugeot,2008,1.2,5,,-1.0,Nafta,100000.0,Manual,Turbo 1.2. Francesa,https://auto.mercadolibre.com.uy/MLU-480589735-peugeot-2008-turbo-12-francesa-2019-_JM
61,12490,Usado,1596.0,2019,Volkswagen,Gol,1.6,5,Delantera,101.0,Nafta,62507.0,Manual,G6 POWER HATCH 5 PUERTAS EXTRA FULL,https://auto.mercadolibre.com.uy/MLU-480345728-volkswagen-gol-g6-power-extra-full-permuta-financia-_JM
62,39990,Nuevo,-1.0,2021,BYD,Full,,5,,94.0,Eléctrico,0.0,Automática,Full,https://auto.mercadolibre.com.uy/MLU-480520473-byd-e3-electrico-full-2021-0km-400-autonomia-_JM
63,60990,Nuevo,-1.0,2021,BYD,Song,,5,,181.0,Eléctrico,0.0,Automática,Song Pro Evgs,https://auto.mercadolibre.com.uy/MLU-480520498-byd-song-song-pro-evgs-2021-0km-_JM
64,9990,Usado,1600.0,1997,Suzuki,Vitara,1.6,3,4x2,75.0,Nafta,209930.0,Manual,JLX 4X4,https://auto.mercadolibre.com.uy/MLU-476219424-suzuki-vitara-jlx-4x4-excelente-estado-permuta-financia-_JM
65,26990,Nuevo,1500.0,2021,BYD,S5,1.5,5,,152.0,Nafta,0.0,Manual,Song Gasolina,https://auto.mercadolibre.com.uy/MLU-480520502-byd-s5-song-2021-0km-_JM
66,14990,Nuevo,1600.0,2020,Peugeot,Partner,1.6,4,,-1.0,Nafta,0.0,Manual,M69 1.6,https://auto.mercadolibre.com.uy/MLU-480520424-peugeot-partner-m69-16-2020-0km-_JM
67,23990,Nuevo,1000.0,2021,Chevrolet,Onix,1.0,4,,116.0,Nafta,0.0,Automática,PLUS PREMIER,https://auto.mercadolibre.com.uy/MLU-477877587-chevrolet-onix-plus-premier-2021-bordeaux-0km-_JM
68,19490,Nuevo,1598.0,2020,Faw,X40,1.6,5,Delantera,112.0,Nafta,0.0,Manual,Luxury,https://auto.mercadolibre.com.uy/MLU-477284525-faw-x40-luxury-extra-full-16-0km-permuta-financia-_JM
69,22990,Nuevo,1498.0,2020,Ford,Ecosport,1.5,5,,123.0,Nafta,0.0,Manual,SE EXTRA FULL MANUAL,https://auto.mercadolibre.com.uy/MLU-478198490-ford-ecosport-se-extra-full-15-permuta-financia-_JM
70,14990,Nuevo,1500.0,2019,Faw,A50,1.5,5,,112.0,Nafta,0.0,Manual,COMFORT  EXTRA FULL,https://auto.mercadolibre.com.uy/MLU-476050083-faw-a50-comfort-extra-full-15-0km-permuta-financia-_JM
71,69990,Nuevo,1600.0,2021,Peugeot,3008,1.6,5,,-1.0,Híbrido,0.0,Automática,HIBRIDA,https://auto.mercadolibre.com.uy/MLU-480520434-peugeot-3008-hibrida-16-2021-0km-_JM
72,23990,Nuevo,1600.0,2021,Peugeot,2008,1.6,5,,115.0,Nafta,0.0,Manual,Feline Manual,https://auto.mercadolibre.com.uy/MLU-480520490-peugeot-2008-feline-manual-16-2021-0km-_JM
73,42990,Nuevo,1200.0,2021,Peugeot,3008,1.2,5,,130.0,Nafta,0.0,Automática,1.2 turbo Automatica,https://auto.mercadolibre.com.uy/MLU-480611672-peugeot-3008-12-turbo-automatica-12-2021-0km-_JM
74,35990,Nuevo,1500.0,2021,Chevrolet,Captiva,1.5,5,,147.0,Nafta,0.0,Automática,Premier Entrega Inmediata,https://auto.mercadolibre.com.uy/MLU-478859787-chevrolet-captiva-premier-entrega-inmediata-2021-rojo-0km-_JM
75,26990,Nuevo,1500.0,2021,BYD,Song,1.5,5,,152.0,Nafta,0.0,Manual,Gl,https://auto.mercadolibre.com.uy/MLU-480520495-byd-s5-song-nafta-2021-desde-us-26990-_JM
76,28990,Nuevo,1200.0,2021,Chevrolet,Tracker,1.2,5,,130.0,Nafta,0.0,Automática,LTZ  ENTREGA INMEDITA,https://auto.mercadolibre.com.uy/MLU-473915227-chevrolet-tracker-ltz-entrega-inmedita-2021-_JM
77,29990,Nuevo,1600.0,2020,Peugeot,Expert,1.6,5,,115.0,Diésel,0.0,Manual,Diesel,https://auto.mercadolibre.com.uy/MLU-480598347-peugeot-expert-diesel-2020-0km-_JM
78,39490,Nuevo,1200.0,2020,Peugeot,Rifter,1.2,5,,130.0,Nafta,0.0,Automática,7 Pasajeros 1.2 Turbo,https://auto.mercadolibre.com.uy/MLU-480598389-peugeot-rifter-7-pasajeros-12-turbo-2020-0km-_JM
79,6900,Usado,2000.0,1998,Toyota,Corolla,2.0,5,,-1.0,Diésel,490000.0,Manual,XL,https://auto.mercadolibre.com.uy/MLU-481024815-toyota-corolla-xl-20-1998-motorland-permuto-financio-_JM
80,27990,Usado,2000.0,2012,Audi,Q5,2.0,5,,211.0,Nafta,133451.0,Automática,TFSI S-TRONIC QUATTRO,https://auto.mercadolibre.com.uy/MLU-481011501-audi-q5-tfsi-s-tronic-quattro-motorland-permuto-financio-_JM
81,39900,Usado,2500.0,2016,Nissan,Frontier,2.5,5,,166.0,Diésel,124000.0,Automática,LE,https://auto.mercadolibre.com.uy/MLU-481011391-nissan-frontier-le-25-2016-motorland-permuto-financio-_JM
82,24900,Usado,1600.0,2020,Citroën,C4 Cactus,1.6,5,,-1.0,Nafta,34830.0,Automática,Shine,https://auto.mercadolibre.com.uy/MLU-480976354-citron-c4-cactus-shine-16-2020-excelente-_JM
83,15990,Usado,2500.0,2016,Nissan,Frontier,2.5,5,,166.0,Nafta,120837.0,Manual,NP300,https://auto.mercadolibre.com.uy/MLU-480959552-nissan-frontier-np300-25-motorland-permuto-financio-_JM
84,16600,Usado,1200.0,2016,Peugeot,208,1.2,5,,110.0,Nafta,117000.0,Manual,Allure 1.2 turbo,https://auto.mercadolibre.com.uy/MLU-480944795-peugeot-208-allure-12-turbo-motorland-permuto-financio-_JM
85,24900,Usado,2000.0,2019,Ford,Focus,2.0,5,,170.0,Nafta,65000.0,Automática,Titanium,https://auto.mercadolibre.com.uy/MLU-480925802-ford-focus-titanium-20-motorland-permuto-financio-_JM
86,7600,Usado,1000.0,2017,Faw,N7,1.0,5,,68.0,Nafta,70000.0,Manual,1.0,https://auto.mercadolibre.com.uy/MLU-480907366-faw-n7-10-10-2017-motorland-permuto-financio-_JM
87,7490,Usado,1400.0,2012,Chevrolet,Corsa,1.4,5,,92.0,Nafta,119000.0,Manual,Wagon,https://auto.mercadolibre.com.uy/MLU-480907236-chevrolet-corsa-wagon-14-motorland-permuto-financio-_JM
88,4900,Usado,1500.0,1997,Mitsubishi,Colt,1.5,3,,89.0,Nafta,190000.0,Manual,GLX,https://auto.mercadolibre.com.uy/MLU-480907180-mitsubishi-colt-glx-15-1997-motorland-permuto-financio-_JM
89,18700,Usado,2000.0,2020,Renault,Duster Oroch,2.0,5,,145.0,Nafta,37000.0,Manual,Dynamique,https://auto.mercadolibre.com.uy/MLU-480891662-renault-oroch-dynamique-20-motorland-permuto-financio-_JM
90,20990,Usado,2500.0,2018,Nissan,Frontier,2.5,5,,160.0,Nafta,75000.0,Manual,SE,https://auto.mercadolibre.com.uy/MLU-480890737-nissan-frontier-se-25-2018-motorland-permuto-financio-_JM
91,21490,Nuevo,1600.0,2021,Nissan,Versa,1.6,5,,118.0,Nafta,0.0,Manual,NEW VERSA SENSE,https://auto.mercadolibre.com.uy/MLU-480872808-nissan-versa-new-versa-sense-16-2021-0km-_JM
92,7490,Usado,1800.0,2005,Chevrolet,Meriva,1.8,5,,-1.0,Nafta,139264.0,Manual,-,https://auto.mercadolibre.com.uy/MLU-480867719-chevrolet-meriva-18-2005-excelente-_JM
93,11490,Usado,1600.0,2015,Ford,Fiesta,1.6,5,,120.0,Nafta,124000.0,Manual,S,https://auto.mercadolibre.com.uy/MLU-480862026-ford-fiesta-s-16-2015-_JM
94,13900,Usado,2000.0,2015,Renault,Duster,2.0,5,,-1.0,Nafta,112182.0,Manual,-,https://auto.mercadolibre.com.uy/MLU-480861070-renault-duster-20-2015-excelente-_JM
95,15900,Usado,1600.0,2020,Volkswagen,Gol,1.6,5,,101.0,Nafta,26559.0,Manual,HIGHLINE,https://auto.mercadolibre.com.uy/MLU-480834986-volkswagen-gol-highline-16-motorland-permuto-financio-_JM
96,11500,Usado,999.0,2018,Renault,Kwid,1.0,5,Delantera,66.0,Nafta,30000.0,Manual,1.0 Sce 66cv Intense,https://auto.mercadolibre.com.uy/MLU-480831842-renault-kwid-intense-_JM
97,23900,Usado,2700.0,2017,Toyota,Hilux,2.7,5,,150.0,Nafta,170429.0,Manual,DX 4X4,https://auto.mercadolibre.com.uy/MLU-480829508-toyota-hilux-dx-4x4-27-2017-motorland-permuto-financio-_JM
98,34500,Nuevo,1900.0,2021,Peugeot,Landtrek,1.9,4,,150.0,Diésel,0.0,Manual,Active TD 4X2,https://auto.mercadolibre.com.uy/MLU-480829228-peugeot-landtrek-active-td-4x2-19-2021-0km-_JM
99,15800,Usado,1600.0,2016,Peugeot,Partner,1.6,4,,110.0,Nafta,54334.0,Manual,Furgon,https://auto.mercadolibre.com.uy/MLU-480813111-peugeot-partner-furgon-16-motorland-permuto-financio-_JM
100,6700,Usado,1868.0,2000,Citroën,Xsara,1.9,4,Delantera,70.0,Diésel,310000.0,Manual,1.9 Sx D,https://auto.mercadolibre.com.uy/MLU-480810791-citron-xsara-2000-19-sx-d-_JM
101,9990,Usado,2000.0,2012,Chery,Tiggo,2.0,5,,-1.0,Nafta,77372.0,Manual,Comfort,https://auto.mercadolibre.com.uy/MLU-480794349-chery-tiggo-comfort-20-2012-excelente-_JM
102,7600,Usado,1600.0,2011,Lifan,620,1.6,5,,105.0,Nafta,45000.0,Manual,IMPECABLE,https://auto.mercadolibre.com.uy/MLU-480791913-lifan-620-impecable-16-2011-motorland-permuto-financio-_JM
103,7300,Usado,1400.0,2004,Peugeot,206,1.4,5,,70.0,Diésel,193000.0,Manual,HDI,https://auto.mercadolibre.com.uy/MLU-480788767-peugeot-206-hdi-14-2004-motorland-permuto-financio-_JM
104,16500,Usado,1600.0,2018,Volkswagen,Saveiro,1.6,3,,110.0,Nafta,58000.0,Manual,DOBLE CABINA,https://auto.mercadolibre.com.uy/MLU-480744960-volkswagen-saveiro-cross-motorland-permuto-financio-_JM
105,5490,Usado,1800.0,2000,Ford,Escort,1.8,5,,116.0,Nafta,116000.0,Manual,LX,https://auto.mercadolibre.com.uy/MLU-480791014-ford-escort-lx-18-2000-motorland-permuto-financio-_JM
106,10890,Usado,999.0,2019,Renault,Kwid,1.0,5,Delantera,66.0,Nafta,16300.0,Manual,1.0 Sce 66cv Zen,https://auto.mercadolibre.com.uy/MLU-480717913-renault-kwid-10-sce-66cv-zen-_JM
107,11900,Usado,1600.0,2012,Ford,Ecosport,1.6,5,,111.0,Nafta,116000.0,Manual,1.6,https://auto.mercadolibre.com.uy/MLU-480707409-ford-ecosport-16-16-2012-motorland-permuto-financio-_JM
108,19690,Usado,2000.0,2021,Renault,Duster Oroch,2.0,5,,145.0,Nafta,22000.0,Manual,DYNAMIQUE,https://auto.mercadolibre.com.uy/MLU-480705343-renault-oroch-dynamique-20-motorland-permuto-financio-_JM
109,19490,Usado,1200.0,2019,Peugeot,2008,1.2,5,,110.0,Nafta,109000.0,Manual,Francesa Turbo,https://auto.mercadolibre.com.uy/MLU-480704066-peugeot-2008-francesa-turbo-12-2019-_JM
110,75000,Usado,-1.0,2017,Audi,Q7,2.0,5,Integral,-1.0,Nafta,68600.0,Automática,Q7 2.0 TFSI,https://auto.mercadolibre.com.uy/MLU-480688183-audi-q7-20-tfsi-_JM
111,13200,Usado,1600.0,2017,Volkswagen,Gol,1.6,5,,101.0,Nafta,63000.0,Manual,POWER,https://auto.mercadolibre.com.uy/MLU-480652281-volkswagen-gol-power-16-2017-motorland-permuto-financio-_JM
112,7690,Usado,2000.0,2004,Peugeot,307,2.0,5,,136.0,Nafta,182000.0,Manual,XT 2.0,https://auto.mercadolibre.com.uy/MLU-480791087-peugeot-307-xt-20-20-2004-motorland-permuto-financio-_JM
113,11900,Usado,1600.0,2015,Chery,Tiggo,1.6,4,,125.0,Nafta,48000.0,Manual,COMFORT,https://auto.mercadolibre.com.uy/MLU-480649524-chery-tiggo-comfort-16-2015-motorland-permuto-financio-_JM
114,16500,Usado,2400.0,2016,Mitsubishi,L200,2.4,5,,130.0,Nafta,108000.0,Manual,TRITON,https://auto.mercadolibre.com.uy/MLU-480649440-mitsubishi-l200-triton-24-motorland-permuto-financio-_JM
115,18990,Usado,2000.0,2020,Renault,Duster Oroch,2.0,5,,145.0,Nafta,59170.0,Manual,DYNAMIQUE 2.0,https://auto.mercadolibre.com.uy/MLU-480791022-renault-oroch-dynamique-20-motorland-permuto-financio-_JM
